gene_name,entrezgene_id,padj,Diff
APOBEC3B-AS1,100874530,0.014766567,-0.183900942
APOBEC3C,27350,9.4e-59,-2.197347186
APOBEC3D,140564,3.38e-37,-2.617485982
APOBEC3F,200316,7.39e-07,0.594153282
APOBEC3G,60489,0.006704923,0.125178353
APOBEC3H,164668,1.5e-23,-1.262903149
APOBEC4,403314,5.06e-16,-0.580925493
APOC1,341,1.08e-07,-3.908859917
APOC1P1,342,4.08e-28,-1.276365157
APOC2,344,2.81e-18,-1.198271745
APOC3,345,1.86e-23,-0.858767507
APOE,348,0.002442573,1.797999354
APOF,319,1.02e-11,0.350647729
APOH,350,7.2e-09,-1.706506478
APOL1,8542,1.14e-62,-2.72545127
APOL2,23780,9.55e-12,0.406213251
APOL3,80833,7.59e-61,-2.044488596
APOL5,80831,6.89e-23,-0.909862134
APOL6,80830,7.69e-41,-2.165798962
APOLD1,81575,1.36e-18,-1.973224161
APOM,55937,3.06e-19,-1.247841496
APOOL,139322,0.042550814,0.310622176
APP,351,0.000312962,-2.336920797
APPBP2,10513,0.033410548,0.748536268
APPL2,55198,2.06e-17,7.917907751
APRT,353,2.67e-16,-1.588887275
APTR,100505854,2e-14,-1.156627302
AQP1,358,2.04e-26,-2.344963966
AQP10,89872,0.009422565,-0.310004973
AQP11,282679,1.91e-09,0.977262788
AQP12A,375318,3.02e-17,-0.755634506
AQP12B,653437,1.07e-17,-1.175806581
AQP2,359,5.85e-14,6.719269066
AQP4,361,1.3e-46,-2.1076409
AQP5,362,8.31e-35,-1.374040221
AQP6,363,2.88e-20,-0.875684843
AQP7,364,0.000860604,0.212694457
AQP8,343,0.000112853,0.480924217
AQP9,366,3.75e-61,-2.95497616
ARAF,369,4.84e-06,3.821891922
ARAP2,116984,2.23e-09,-2.282080348
AREG,374,9.95e-10,-0.765563591
AREL1,9870,8.58e-05,-1.826557194
ARF1,375,2.41e-60,-2.567940145
ARF3,377,5.46e-09,0.818370433
ARF5,381,2.7e-06,0.857532051
ARF6,382,8.98e-14,0.454521272
ARFGAP1,55738,7.02e-07,-0.367909423
ARFGAP2,84364,6.8e-09,0.507302451
ARFGAP3,26286,6.67e-24,-1.686118755
ARFGEF1,10565,5.9e-15,1.09906815
ARFGEF2,10564,2.62e-34,0.948354427
ARFIP1,27236,0.000616055,3.507215625
ARFIP2,23647,2.65e-06,-0.472550182
ARFRP1,10139,5.71e-64,-1.900651041
ARG1,383,5.66e-14,-0.904580309
ARG2,384,3.43e-07,0.720419567
ARGLU1,55082,1.23e-23,-1.706885442
ARHGAP1,392,4.83e-22,-2.33865753
ARHGAP10,79658,2.97e-23,-2.512578584
ARHGAP11A,9824,0.014413432,-1.995329331
ARHGAP15,55843,4.36e-05,-3.830401238
ARHGAP18,93663,0.000385459,2.077742374
ARHGAP20,57569,6.07e-05,3.450619667
ARHGAP22,58504,0.00341282,-2.270221919
ARHGAP23,57636,7.54e-19,-1.268633571
ARHGAP24,83478,3.01e-05,-3.87945072
ARHGAP25,9938,1.24e-27,-2.051506661
ARHGAP26,23092,2.16e-15,-5.767226627
ARHGAP26-AS1,100874239,9.99e-10,-0.972134493
ARHGAP26-IT1,100874372,1.35e-17,-1.250583824
ARHGAP27,201176,1.79e-23,-1.56413405
ARHGAP29,9411,9.17e-06,0.34403996
ARHGAP30,257106,7.25e-40,-1.886336229
ARHGAP35,2909,8.58e-07,-2.910185498
ARHGAP39,80728,7.81e-19,-1.092274474
ARHGAP4,393,8.45e-20,-1.378719063
ARHGAP40,343578,4.34e-22,-1.201044473
ARHGAP42,143872,6.01e-16,-3.75908345
ARHGAP44,9912,1.85e-29,-1.918371502
ARHGAP6,395,1.24e-05,-3.192111646
ARHGAP8,23779,2.79e-70,-2.536089012
ARHGDIA,396,3.18e-08,0.44335485
ARHGDIB,397,4.21e-48,-2.633372078
ARHGEF10,9639,0.005632417,-2.671744041
ARHGEF10L,55160,1.09e-19,-4.840884893
ARHGEF12,23365,3.95e-05,4.199804793
ARHGEF16,27237,1.24e-60,-2.949949678
ARHGEF17,9828,1.11e-25,3.190291919
ARHGEF18,23370,3.74e-27,2.046878561
ARHGEF2,9181,8e-70,-3.091186038
ARHGEF25,115557,4.41e-17,-1.183235124
ARHGEF26,26084,3.34e-12,1.14351996
ARHGEF26-AS1,100507524,1.92e-09,1.041693553
ARHGEF33,100271715,0.010606072,-0.657744774
ARHGEF37,389337,2.18e-23,-1.208002015
ARHGEF38,54848,1.59e-67,-2.458173164
ARHGEF38-IT1,100874374,0.00321365,-1.014982789
ARHGEF39,84904,0.000100912,0.304211138
ARHGEF4,50649,3.52e-12,-5.881474231
ARHGEF40,55701,2.73e-10,0.429230248
ARHGEF5,7984,0.008074618,0.103016926
ARHGEF6,9459,4.65e-07,-1.435648906
ARHGEF7,8874,4.13e-05,3.907855027
ARHGEF7-AS2,100874238,8.48e-18,0.35182055
ARHGEF9,23229,2.88e-20,-1.511206718
ARID1B,57492,4.35e-21,8.107979362
ARID3A,1820,6.02e-19,-1.33727643
ARID3B,10620,8.6e-28,1.625496486
ARID3C,138715,7.89e-16,0.860022809
ARID5B,84159,1.32e-27,9.188849147
ARL1,400,1.75e-16,-1.900531373
ARL10,285598,1.04e-19,1.404371528
ARL11,115761,1.26e-06,-1.066505651
ARL13A,392509,3.86e-14,-0.76201699
ARL14,80117,4.88e-05,3.118359829
ARL14EP,120534,0.000728166,0.203060239
ARL14EPL,644100,1.22e-10,-1.007808008
ARL16,339231,9.82e-31,-1.861978656
ARL17A,51326,0.002163077,-0.191089593
ARL2,402,0.011681067,-0.261264128
ARL4A,10124,0.007908789,-0.414850119
ARL4D,379,8.36e-62,1.811684132
ARL5B,221079,0.000123288,0.195295697
ARL6IP1,23204,6.2e-09,-0.656175197
ARL6IP4,51329,4.63e-36,-0.960354353
ARL6IP5,10550,1.8e-09,-3.68120527
ARL6IP6,151188,0.00028053,-0.314005796
ARL9,132946,2.92e-07,0.662706087
ARMC1,55156,1.4e-06,-0.305410477
ARMC12,221481,0.00199117,0.236178669
ARMC2,84071,5.88e-33,-2.216052713
ARMC5,79798,2.52e-17,-0.653128011
ARMC6,93436,9.64e-12,-1.221967847
ARMC7,79637,4.58e-12,0.443458365
ARMC9,80210,5.51e-79,-3.507030277
ARMCX1,51309,0.018937515,2.333441505
ARMCX2,9823,5.49e-12,1.529254482
ARMCX3,51566,8.03e-05,-0.808317448
ARMCX4,100131755,0.005286052,2.290091548
ARMCX5,64860,0.043856147,-0.665882024
ARMCX5-GPRASP2,100528062,1.29e-05,0.524428373
ARMCX6,54470,0.03402168,0.16667924
ARMS2,387715,1.32e-14,-0.820514426
ARMT1,79624,1.29e-13,-0.683611976
ARNTL2,56938,2.5e-06,4.549661599
ARPC1A,10552,9.15e-10,0.294563774
ARPC1B,10095,7.05e-71,-3.026327909
ARPC2,10109,2.42e-39,-2.638416265
ARPC5L,81873,7.72e-42,-1.646076704
ARPIN,348110,0.001073799,0.677272825
ARPP19,10776,0.0102984,-2.036135703
ARPP21,10777,1.03e-05,-2.621574783
ARRB1,408,2.04e-28,-1.347332407
ARRB2,409,1.26e-21,-1.677868911
ARRDC1,92714,3.21e-10,0.72385592
ARRDC1-AS1,85026,6.8e-22,-1.332157155
ARRDC2,27106,1.91e-27,-2.916148232
ARRDC3,57561,1.03e-22,-1.624143613
ARRDC3-AS1,100129716,0.00041597,-0.539063059
ARRDC4,91947,0.002739978,0.519242412
ARRDC5,645432,2.56e-30,-1.210274976
ARSA,410,0.008899412,-0.366982943
ARSB,411,7.06e-16,-1.468638837
ARSF,416,6.95e-10,-1.229529193
ARSG,22901,2.2e-19,-2.825233055
ARSH,347527,0.01074203,-2.378166115
ARSI,340075,1.77e-34,1.639612703
ARSJ,79642,0.021474598,2.21119608
ARSK,153642,0.001052116,-0.53156709
ART1,417,5.67e-15,-1.040092668
ART4,420,2.07e-26,1.461005834
ARTN,9048,1.54e-53,3.032225888
ARX,170302,0.009243183,1.379616902
AS3MT,57412,4.13e-15,0.75884026
ASAH2,56624,4.54e-21,-1.259114588
ASAP1,50807,6.4e-11,-3.349261755
ASAP1-IT2,100507117,3.6e-12,0.780617906
ASAP3,55616,2.09e-45,-2.308884579
ASB1,51665,0.004705132,1.847567381
ASB10,136371,9.16e-22,-1.17918352
ASB11,140456,0.017000759,1.76282693
ASB12,142689,1.83e-05,-0.87446175
ASB14,142686,0.000411257,-1.145851944
ASB15,142685,6.77e-07,-1.601311023
ASB16,92591,1.05e-17,0.946033676
ASB2,51676,3.89e-30,-1.601201048
ASB5,140458,3.49e-30,1.454443292
ASB9,140462,7.22e-06,4.439602664
ASCC1,51008,0.00124093,3.225465062
ASCC3,10973,9.76e-05,-2.959753904
ASCL1,429,5.42e-24,2.420969281
ASCL2,430,1.12e-24,2.819270651
ASCL4,121549,6.02e-19,2.582643896
ASCL5,647219,2.77e-07,-0.47169807
ASF1B,55723,5.54e-06,-0.253830235
ASGR2,433,9.24e-52,-1.556488944
ASH1L-AS1,645676,9.94e-11,-0.278204152
ASH2L,9070,0.0297805,1.151967105
ASIC1,41,3.22e-20,-1.555483001
ASIC2,40,3.71e-53,-2.406481594
ASIC3,9311,1.45e-19,1.232636726
ASIC4,55515,1.49e-21,-1.398278328
ASIC5,51802,1.01e-11,-0.413708613
ASIP,434,1.4e-05,1.300320268
ASL,435,6.03e-07,-0.42348363
ASNS,440,4.34e-15,1.060764032
ASPA,443,5.6e-09,-4.473773433
ASPDH,554235,1.42e-16,0.778398921
ASPH,444,6.17e-09,-2.695660177
ASPHD1,253982,0.000136757,-0.532562366
ASPHD2,57168,1.52e-07,-0.428698097
ASPM,259266,0.016970065,-1.149314007
ASPN,54829,0.004331274,0.308698663
ASPRV1,151516,8.21e-09,-0.488988123
ASRGL1,80150,8.05e-06,4.655012618
ASTE1,28990,0.008321714,2.566959604
ASTL,431705,3.35e-15,-1.098713643
ASTN2-AS1,100128505,3.05e-38,-1.826445108
ASXL2,55252,1.57e-30,-2.145944715
ASXL3,80816,4.61e-09,0.462634905
ASZ1,136991,0.000159309,-2.75202624
ATAD2,29028,9.88e-07,-0.37389898
ATAD2B,54454,1.49e-07,-5.257245749
ATAD3B,83858,0.001298585,0.35798346
ATAD5,79915,0.001380834,-1.362367013
ATAT1,79969,3.36e-10,-0.675794638
ATE1-AS1,100130887,8.54e-13,-0.746899671
ATF4,468,0.000237514,-0.247633156
ATF5,22809,2.19e-13,-0.749381902
ATF6,22926,2.95e-08,-2.725083086
ATF6B,1388,1.06e-28,1.300479298
ATF7,11016,4.18e-07,4.102627215
ATF7IP,55729,1.14e-06,-4.489977603
ATF7IP2,80063,1.2e-08,-4.460179606
ATG10,83734,1.14e-25,-1.488270437
ATG101,60673,5.28e-11,-0.843399433
ATG12,9140,6.1e-05,-0.458809302
ATG13,9776,6.3e-17,-1.416656249
ATG14,22863,6.88e-05,0.470397216
ATG16L1,55054,8.72e-28,-1.984777307
ATG16L2,89849,1.51e-19,1.416093396
ATG2B,55102,7.63e-20,1.072055516
ATG3,64422,0.00171772,-0.176053263
ATG4A,115201,0.00149129,2.788753131
ATG4C,84938,3.8e-11,-1.334652712
ATG4D,84971,3.59e-22,-0.833320522
ATG5,9474,2.48e-07,-1.119311985
ATG7,10533,2.46e-06,-3.557841998
ATG9A,79065,1e-06,-0.433378295
ATIC,471,0.042421741,-2.194430514
ATL3,25923,0.00066042,-2.222373912
ATM,472,7.45e-17,-2.307759422
ATMIN,23300,0.000477018,-0.738709383
ATOH1,474,3.06e-15,1.503222471
ATOH7,220202,0.004563218,-2.304526719
ATOH8,84913,3.82e-21,2.038495446
ATOX1,475,5.84e-21,-1.934436191
ATP10B,23120,0.000335715,-1.995978903
ATP10D,57205,2.89e-05,3.047854309
ATP11A,23250,1.44e-68,-3.222169486
ATP11A-AS1,100874205,2.68e-53,-2.491701799
ATP11C,286410,1.9e-07,-2.561500674
ATP13A1,57130,2.75e-18,1.514457471
ATP13A4,84239,8.47e-23,-1.241253947
ATP13A5,344905,1.51e-22,-1.551993327
ATP1A1,476,6.29e-64,2.120359117
ATP1A2,477,0.00010374,-2.46754089
ATP1A3,478,4.85e-10,-0.884770956
ATP1A4,480,3.84e-19,-1.285699047
ATP1B1,481,1.19e-08,0.964358021
ATP1B2,482,6.7e-11,1.134231118
ATP1B3,483,2.5e-13,0.551013022
ATP1B4,23439,5.69e-09,-1.100103034
ATP2A1-AS1,100289092,2.19e-11,0.990359768
ATP2A2,488,4.15e-40,-2.905275314
ATP2A3,489,3.01e-42,-1.365120663
ATP2B1,490,8.23e-17,6.774988587
ATP2B3,492,4.29e-28,-1.58789616
ATP2B4,493,3.27e-27,-2.681095931
ATP2C1,27032,0.002199484,3.097804846
ATP2C2,9914,1.09e-23,-1.334633167
ATP4B,496,1.65e-46,2.462905628
ATP6AP1,537,0.011632091,1.041523308
ATP6AP2,10159,0.01756495,1.126325343
ATP6V0A1,535,3e-32,-1.906701089
ATP6V0A2,23545,5.33e-13,-1.539678787
ATP6V0A4,50617,1.89e-58,2.483827247
ATP6V0C,527,1.38e-22,-0.965257973
ATP6V0D1,9114,3.01e-97,2.378576278
ATP6V0D2,245972,0.010247268,-1.67360921
ATP6V0E1,8992,5.73e-45,1.475508073
ATP6V0E2,155066,4.85e-23,1.306676803
ATP6V0E2-AS1,401431,4.85e-23,1.306676803
ATP6V1B2,526,3.06e-11,0.962688101
ATP6V1D,51382,1.52e-10,-3.88363025
ATP6V1E1,529,8.59e-14,-0.603628261
ATP6V1E2,90423,3.11e-26,0.830589879
ATP6V1F,9296,9.06e-14,-0.765714554
ATP6V1G3,127124,1.77e-12,-1.744570802
ATP6V1H,51606,2.93e-20,1.236070835
ATP7B,540,0.000372352,-1.949654319
ATP8B1,5205,9.85e-22,-1.484813959
ATP8B2,57198,0.001476197,-1.31102508
ATP8B4,79895,1.89e-06,-2.344444847
ATP8B5P,158381,1.98e-35,-1.493770982
ATP9A,10079,3.74e-39,-2.176217967
ATPAF1,64756,7.01e-17,1.108983415
ATRIP,84126,1.54e-26,1.246220676
ATRN,8455,5.82e-06,4.44622218
ATRX,546,2.74e-07,0.75363263
ATXN1,6310,3.47e-77,-3.321091685
ATXN10,25814,3.4e-80,3.389959252
ATXN2,6311,2.2e-22,1.444770993
ATXN2L,11273,7.63e-12,1.833897279
ATXN3,4287,0.017555512,2.45978653
ATXN3L,92552,0.033866112,-0.320496718
ATXN7L2,127002,1.98e-05,-0.846032661
ATXN7L3,56970,9.26e-06,0.432795962
ATXN7L3B,552889,0.003064383,-0.446805755
AUH,549,0.014545498,1.715806276
AUP1,550,1.82e-33,-1.741155075
AURKA,6790,4.78e-10,-0.608735936
AURKC,6795,1.13e-08,1.38008789
AUTS2,26053,2.38e-33,-2.854723302
AVIL,10677,4.73e-25,-0.818286476
AVL9,23080,3.23e-19,-1.32347731
AVP,551,4.95e-25,-0.94862279
AVPI1,60370,4.26e-09,0.570635731
AVPR1A,552,4.57e-29,2.615782311
AVPR1B,553,4.42e-36,-2.006994161
AWAT1,158833,0.013061539,-0.512613556
AWAT2,158835,1.92e-07,-1.199247019
AXDND1,126859,8.91e-23,-1.520415828
AXL,558,0.014793879,-1.935374318
AZGP1,563,9.79e-36,-1.446241785
AZI2,64343,9.45e-26,1.297428196
AZU1,566,2.46e-59,-2.14013007
B2M,567,2.24e-28,-3.944814405
B3GALNT1,8706,7.74e-28,1.49001057
B3GALT1,8708,1.58e-09,-2.318399594
B3GALT2,8707,0.000445192,3.376498301
B3GALT4,8705,0.000856416,-1.4501739
B3GALT5,10317,2.24e-29,-1.700101935
B3GALT6,126792,0.001370681,-0.228875502
B3GAT1,27087,1.59e-23,-1.706345225
B3GAT2,135152,8.08e-18,1.238835649
B3GLCT,145173,0.00242662,2.832608941
B3GNT2,10678,3.61e-05,-1.933696145
B3GNT3,10331,3.38e-46,-1.377551798
B3GNT4,79369,5.6e-05,-0.778743337
B3GNT5,84002,3.37e-16,-1.230536618
B3GNT6,192134,2.65e-13,-0.803659302
B3GNT7,93010,6.75e-23,1.869567509
B3GNT9,84752,4.79e-06,-0.421905994
B3GNTL1,146712,7.97e-06,3.466045546
B4GALNT2,124872,4.23e-05,2.603472789
B4GALNT3,283358,1.16e-35,-2.789180895
B4GALNT4,338707,1.05e-07,0.83007282
B4GALT1,2683,5e-13,0.999335072
B4GALT2,8704,2.54e-13,0.909042447
B4GALT3,8703,6.31e-08,5.599798188
B4GALT4-AS1,100874201,0.00872191,-2.007560965
B4GALT6,9331,1.3e-29,-1.620559892
B4GAT1,11041,8.73e-10,-0.890026813
B9D1,27077,3.46e-20,-1.23808967
B9D2,80776,3.13e-08,-1.134424828
BAAT,570,9.45e-30,-1.6950169
BABAM1,29086,9.46e-22,-0.915441158
BACH2,60468,1.66e-33,-2.619803387
BAD,572,3.72e-71,1.826478535
BAG1,573,2.27e-21,1.490755839
BAG2,9532,0.000421215,0.585768617
BAG4,9530,0.000789444,0.163740948
BAG5,9529,1.77e-18,1.363271486
BAG6,7917,6.73e-10,0.437081961
BAHCC1,57597,2.56e-71,-2.779228324
BAHD1,22893,1.31e-13,-1.368155964
BAIAP3,8938,1.86e-27,-1.664460525
BAK1,578,6.06e-25,-1.869721464
BAMBI,25805,3.61e-12,1.6303665
BAP1,8314,1.31e-17,0.813137925
BARD1,580,9.47e-62,1.322488497
BARHL1,56751,9.47e-08,1.004353017
BARHL2,343472,1.59e-32,3.762899409
BARX1,56033,2.15e-05,0.541830798
BARX2,8538,4.34e-43,-3.180100337
BATF,10538,3.99e-25,-1.637571869
BATF2,116071,1.13e-13,-1.198672826
BATF3,55509,1.59e-19,-1.151734992
BAX,581,1.45e-13,-1.152421518
BAZ2A,11176,0.003378183,2.89242503
BBC3,27113,8.89e-54,-2.341863792
BBIP1,92482,0.015600015,1.280907672
BBOX1,8424,2.6e-09,-3.135679437
BBOX1-AS1,103695435,2.6e-09,-3.135679437
BBS1,582,3.66e-29,-1.084415202
BBS4,585,1.44e-14,0.716480259
BBS5,129880,0.014535692,1.1752641
BBS7,55212,3.52e-05,2.570484319
BCAM,4059,3.98e-40,4.776696461
BCAN,63827,1.18e-21,2.514203802
BCAP29,55973,1.55e-07,-0.380691362
BCAP31,10134,1.62e-12,-1.176956966
BCAS1,8537,0.009104903,1.958041163
BCAS2,10286,6.14e-15,0.609658687
BCAS4,55653,5.19e-20,-1.082382234
BCAT1,586,4.32e-15,-1.872092165
BCCIP,56647,7.01e-06,0.202132124
BCDIN3D,144233,6.75e-07,-0.47700257
BCDIN3D-AS1,100286844,2.28e-17,0.966761182
BCHE,590,6.16e-06,-3.71777
BCKDHA,593,1.9e-08,-0.574046324
BCKDHB,594,1.59e-16,0.980920249
BCKDK,10295,1.11e-21,-1.167750238
BCL10,8915,1.84e-05,0.345074499
BCL11A,53335,1.31e-05,-3.06626876
BCL11B,64919,1.53e-06,-3.021572482
BCL2,596,3.55e-10,-5.329846714
BCL2A1,597,7.1e-12,-2.689764002
BCL2L1,598,2.08e-28,1.810857643
BCL2L10,10017,4.04e-13,1.128190645
BCL2L11,10018,0.001954616,2.407988436
BCL2L12,83596,7.13e-22,0.717364705
BCL2L13,23786,2.86e-66,-2.078392992
BCL2L14,79370,1.97e-28,-1.096646769
BCL2L2,599,4.68e-16,1.003056189
BCL2L2-PABPN1,100529063,2.33e-15,0.748432177
BCL6,604,2.28e-54,-3.150522689
BCL6B,255877,6.46e-10,0.995305529
BCL7A,605,5.22e-67,2.819069887
BCL7C,9274,1.5e-07,2.983093537
BCL9,607,2.09e-27,1.366682258
BCL9L,283149,1.22e-15,1.570929808
BCO2,83875,0.004559959,-0.996535572
BCOR,54880,2.72e-21,8.107750342
BCORL1,63035,0.003966326,2.437054353
BCR,613,9.2e-63,3.105650607
BCS1L,617,6.04e-18,1.089011357
BDH2,56898,8.85e-15,1.402687704
BDKRB1,623,0.002743596,-2.057221793
BDNF,627,6.38e-09,3.106795699
BDNF-AS,497258,0.014849321,-1.686829123
BEAN1,146227,1.55e-10,-3.173729839
BEAN1-AS1,101927726,1.55e-10,-3.173729839
BECN1,8678,0.000827771,0.420236133
BECN2,441925,2.48e-23,-1.393881764
BEGAIN,57596,1.37e-29,-1.678848212
BEND2,139105,6.34e-16,-0.783799587
BEND4,389206,1.99e-18,2.41910396
BEND5,79656,9.65e-34,1.712837565
BEND7,222389,2.48e-31,-1.790814721
BEST1,7439,1.14e-24,-1.444388447
BEST2,54831,3.22e-07,0.956370866
BEST3,144453,3.63e-80,-3.859397738
BET1,10282,1.29e-17,-2.599894432
BET1L,51272,0.001959878,-0.654443057
BEX4,56271,2.14e-15,-1.022211602
BEX5,340542,0.020878542,1.625502484
BFSP1,631,2.32e-54,-2.68304929
BFSP2,8419,5.4e-44,-1.80343828
BGLAP,632,3.71e-53,-2.816951158
BGLT3,103344929,4.19e-23,-1.291025495
BGN,633,2.22e-12,1.1458346
BHLHA15,168620,5.36e-63,-1.621741789
BHLHA9,727857,9.6e-17,1.890790119
BHLHB9,80823,2.66e-44,1.457068011
BHLHE23,128408,7.6e-13,2.049059292
BHLHE40,8553,7.06e-11,-2.18569264
BHLHE41,79365,4.33e-13,-3.952837564
BHMT,635,1.76e-12,-1.566174685
BHMT2,23743,8.73e-15,-1.329715734
BICC1,80114,1.81e-11,-4.63411525
BICD1,636,4.11e-51,-2.225976818
BICD2,23299,2.74e-06,-1.277297426
BIK,638,2.24e-12,1.514820673
BIN2,51411,1.57e-41,-2.411345239
BIN3,55909,1.13e-07,-1.350798506
BIRC2,329,2.94e-07,-0.644050682
BIRC3,330,4.73e-53,-2.413189759
BIRC5,332,4.26e-31,2.566238932
BIRC6-AS2,103752586,2.5e-13,-0.967487053
BIRC7,79444,5.99e-12,-0.966149624
BIRC8,112401,5.11e-05,-1.921290746
BISPR,105221694,1.1e-18,-3.089060037
BIVM-ERCC5,100533467,0.022473692,2.242761607
BLACE,338436,0.003052237,0.227512915
BLID,414899,1.05e-11,0.755920676
BLK,640,5.68e-05,-3.02691571
BLM,641,3.28e-44,-2.639305923
BLNK,29760,0.007766849,-1.029985425
BLOC1S1,2647,4.18e-09,0.696630524
BLOC1S2,282991,3.49e-51,-1.399939138
BLOC1S4,55330,9.42e-19,0.593765494
BLOC1S6,26258,0.000352898,0.244843269
BLVRA,644,4.25e-52,-2.866468517
BLZF1,8548,6.91e-06,-0.345620995
BMF,90427,5.02e-35,1.243161849
BMI1,648,2.07e-07,-1.10673216
BMP1,649,1.11e-52,-2.511464926
BMP10,27302,7.79e-23,-1.672760657
BMP15,9210,1.12e-05,-0.892744326
BMP2K,55589,2.37e-07,-2.128690407
BMP3,651,6.47e-11,0.950637347
BMP4,652,1.61e-31,2.032643124
BMP5,653,5.12e-10,-4.511179232
BMP8A,353500,3.06e-13,-0.942856807
BMP8B,656,1.6e-11,-0.670649613
BMPER,168667,1.49e-60,-2.783774941
BMPR2,659,7.14e-07,-3.146840335
BMS1,9790,0.000256125,0.229711018
BMS1P4,729096,9.59e-16,0.84218034
BNC1,646,6.15e-13,1.830195166
BNIP1,662,2.94e-12,-1.048703745
BNIP3L,665,1.79e-10,-1.229914982
BOD1,91272,3.2e-05,-0.480491126
BOD1L1,259282,4.18e-18,-1.069546413
BOD1L2,284257,5.13e-41,-1.819561414
BOK,666,4.92e-12,0.932934115
BOLA1,51027,9.39e-10,0.893559326
BOLA3,388962,9.79e-17,1.359012734
BOLL,66037,9.79e-27,2.676891614
BORA,79866,0.005032037,-0.097440606
BPESC1,60467,0.003763335,-1.288649557
BPGM,669,1.95e-45,-2.666050382
BPI,671,4.37e-22,-1.543277039
BPIFA1,51297,4.46e-24,-1.443553073
BPIFA2,140683,1.98e-29,-1.294958113
BPIFA3,128861,2.05e-31,-1.385154014
BPIFA4P,317716,1.29e-41,-1.694587919
BPIFB1,92747,8.69e-52,-1.746380694
BPIFB2,80341,1.58e-24,-1.041531751
BPIFB3,359710,6.24e-31,-1.107053507
BPIFB4,149954,2.3e-07,-1.135214045
BPIFB6,128859,6.49e-05,-2.531573958
BPIFC,254240,3.25e-42,-1.731133354
BPNT1,10380,1.74e-09,0.530599543
BPTF,2186,3.3e-21,0.993101881
BRAF,673,6.31e-11,5.813687956
BRAT1,221927,0.00078557,0.376821997
BRCA2,675,2e-28,-1.468308792
BRCC3,79184,5.27e-35,-1.962549435
BRD1,23774,4.53e-39,1.71419475
BRD3,8019,3.6e-73,2.399822199
BRDT,676,0.002787368,-1.766880238
BRF1,2972,1.49e-72,2.580512549
BRI3BP,140707,3.52e-27,0.832643773
BRINP1,1620,4.13e-25,-1.566516226
BRINP2,57795,8.36e-06,-2.503777778
BRINP3,339479,1e-12,-6.244059222
BRIP1,83990,0.002952497,-2.83390474
BROX,148362,0.021899453,0.104409458
BRPF3,27154,1.51e-29,0.776922317
BRS3,680,8.4e-16,-1.784665785
BRSK2,9024,0.005596873,2.766933436
BRWD1-AS1,100874093,3.05e-32,1.665454208
BSCL2,26580,5.64e-31,1.995608603
BSG,682,1.3e-12,0.68862423
BSN,8927,9.98e-44,-1.548440593
BSPH1,100131137,0.00372702,0.286236446
BSPRY,54836,4.87e-09,5.002659466
BST1,683,2.6e-27,1.426210817
BST2,684,6.12e-30,-3.545513522
BSX,390259,1.59e-13,1.51722333
BTBD1,53339,0.000616108,-1.290672188
BTBD10,84280,0.000500509,1.91814904
BTBD16,118663,1.1e-23,-2.54085902
BTBD17,388419,6.19e-14,2.265870184
BTBD18,643376,7.43e-07,-0.429641523
BTBD19,149478,4.57e-42,-2.663206124
BTBD2,55643,8.18e-07,-2.363379437
BTBD3,22903,1.07e-14,6.206010954
BTBD6,90135,2.87e-25,1.022487575
BTBD7,55727,0.021974,0.575446456
BTBD8,284697,0.033731335,-0.783360054
BTF3L4,91408,4.26e-12,-0.73984097
BTG1,694,2.91e-15,-1.764001991
BTG2,7832,3.79e-05,-1.9767308
BTG4,54766,4.08e-15,0.702920836
BTK,695,3.04e-06,-1.18204362
BTLA,151888,1.88e-06,-1.68230727
BTN1A1,696,4.95e-13,1.413113223
BTN2A1,11120,1.25e-20,-1.902959621
BTN2A2,10385,5.05e-56,-2.066789569
BTN3A1,11119,1.67e-23,0.480366219
BTN3A2,11118,6.57e-42,-2.21098826
BTNL2,56244,1.67e-31,-1.350860201
BTNL3,10917,0.001405113,-2.104833235
BTNL8,79908,1.07e-24,-1.592385136
BTNL9,153579,1.7e-14,-1.150212947
BUB1,699,2.6e-16,0.911144589
BUB3,9184,0.012154874,-1.811919889
BVES,11149,2.51e-20,2.653324534
BVES-AS1,154442,5.6e-15,2.262126551
BYSL,705,1.21e-17,-0.675210058
BZW2,28969,0.004161684,-2.332309853
C10orf105,414152,5.76e-34,-1.753745311
C10orf120,399814,2.29e-16,-0.811816744
C10orf53,282966,3.17e-30,2.912083462
C10orf55,414236,4.73e-44,1.761527551
C10orf62,414157,0.019113627,0.195367094
C10orf67,256815,3.76e-19,1.143569601
C10orf82,143379,5.67e-13,5.224217183
C10orf88,80007,1.12e-07,0.547917303
C10orf90,118611,3.23e-13,-4.963189484
C10orf95,79946,0.013546827,0.345134542
C10orf99,387695,1.34e-27,-2.191005927
C11orf16,56673,7.63e-16,1.515192241
C11orf21,29125,7.72e-15,-2.133461481
C11orf24,53838,2.32e-14,-0.708470464
C11orf40,143501,2.12e-06,-3.789054712
C11orf42,160298,0.008346067,-0.245516721
C11orf52,91894,1.81e-16,1.015669828
C11orf54,28970,0.044655841,1.093894543
C11orf58,10944,0.000231838,1.928306043
C11orf65,160140,0.000110386,-2.361476139
C11orf68,83638,6.49e-37,-1.022558475
C11orf71,54494,0.043784548,-0.988326237
C11orf86,254439,9.52e-11,-0.948416038
C11orf87,399947,1.6e-07,0.664427378
